date,returns
2018-06-28,-0.0183121424198482
2018-06-29,0.0696587449208381
2018-07-03,-0.0166163822736401
2018-07-04,0.0092872102589216
2018-07-05,-0.0086353680145661
2018-07-06,-0.0033362275913478
2018-07-09,0.0280185104540378
2018-07-10,0.0141898598759189
2018-07-11,-0.0166905371674036
2018-07-12,-0.0062963743646448
2018-07-13,0.0022492236238902
2018-07-16,0.0016705250075053
2018-07-17,-0.0013927933915978
2018-07-18,0.0188832935336276
2018-07-19,0.0025191237825619
2018-07-20,0.0107177159869344
2018-07-23,0.0060574782441
2018-07-24,-0.0063675531446327
2018-07-25,0.0253800529478602
2018-07-26,-0.0170244419307628
2018-07-27,0.0170923948517596
2018-07-30,0.0170167518583941
2018-07-31,-0.000443389903204
2018-08-01,-0.0060560828601948
2018-08-02,-0.020728515157983
2018-08-03,-0.0116089357245317
2018-08-06,-0.0091361040244382
2018-08-07,0.0075528343344504
2018-08-08,0.006157141407546
2018-08-09,0.0108703482459546
2018-08-10,-0.0268374228171814
2018-08-13,-0.021797898283883
2018-08-14,-0.0023307896378051
2018-08-15,-0.0549294193516247
2018-08-16,-0.0335534632871118
2018-08-17,-0.0058997257632642
2018-08-20,-0.0004472337257058
2018-08-21,0.0476226529853376
2018-08-22,-0.0295041274823604
2018-08-23,-0.0097663576269759
2018-08-24,-0.0031987447483181
2018-08-27,0.0573202471259191
2018-08-28,-0.0044977627660387
2018-08-29,0.0219293186668509
2018-08-30,0.0017108774744163
2018-08-31,0.0120100779590857
2018-09-03,-0.014996653440385
2018-09-04,0.0068149892293849
2018-09-05,-0.0356839942895762
2018-09-06,-0.013021605876328
2018-09-07,-0.0208507177139489
2018-09-10,-0.0449692421188644
2018-09-11,-0.018564446645703
2018-09-12,-0.0106255956652582
2018-09-13,0.0429373057405058
2018-09-14,0.0201172192484619
2018-09-17,-0.0074338085371024
2018-09-18,0.0109799221015818
2018-09-19,0.0351750456844264
2018-09-20,0.0199161018821263
2018-09-21,0.0801675735769353
2018-09-24,-0.0191969473799235
2018-09-26,-0.0239580105449844
2018-09-27,0.0154075406537208
2018-09-28,0.0222115050781328
2018-10-02,-0.0155629012803039
2018-10-03,0.0144915721441782
2018-10-04,-0.0233011495637864
2018-10-05,-0.0258271705847248
2018-10-08,-0.015686739339168
2018-10-09,-0.0166003916049574
2018-10-10,-0.0030712810300217
2018-10-11,-0.0593374272841519
2018-10-12,0.0317172064393573
2018-10-15,-0.0002259103540496
2018-10-16,-0.0183005885993569
2018-10-18,0.006472477371336
2018-10-19,0.0165926513546006
2018-10-22,0.0887900351688171
2018-10-23,-0.012672803389289
2018-10-24,0.0068636155480885
2018-10-25,0.011605015602085
2018-10-26,-0.0195656450194772
2018-10-29,-0.0086685481083552
2018-10-30,-0.0055840589451383
2018-10-31,0.0220544156769997
2018-11-01,0.0283591903267714
2018-11-02,0.0395596106196742
2018-11-05,0.0176829082685583
2018-11-06,0.0233513497703821
2018-11-07,-0.0038144073102046
2018-11-08,0.0025013435317706
2018-11-09,-0.0262442527780276
2018-11-12,0.0018235908552055
2018-11-13,-0.0125734273607003
2018-11-14,0.0081468447447941
2018-11-15,-0.0103185433775172
2018-11-16,-0.0042558769798852
2018-11-19,-0.0033066931462755
2018-11-20,-0.0070376826296845
2018-11-21,0.0185677049911034
2018-11-22,-0.0262388300411895
2018-11-23,-0.0286341891723955
2018-11-26,-0.0058223872517084
2018-11-27,0.0100529822583212
